code,num
C1072,563.7001940170042
C1128,1113.419403179675
C1456,618.040603363283
C1840,557.5819846837286
C1332,958.4009438983642
C1563,1558.9683629790059
C1794,929.914430299633
C1640,390.0265243092722
C1377,313.54324237930774
C2072,285.4569719676982
C1472,488.6230010582273
C1006,199.14784001660817
C1083,473.4465225689022
C1311,352.16920368724203
C2676,87.9673807311594
C2318,352.71335058144825
C1603,631.9093282452476
C2523,430.8754435089034
C2177,109.87480417508526
C2411,687.9456238805687
C2033,220.345946137075
C1604,404.3791743561417
C2535,421.1795207069206
C1040,481.1757021047466
C2417,420.40732005153257
C1812,39.85616588531425
C2253,111.54917920251214
C1294,443.04008680850166
C1772,510.81153150869545
C2646,400.60965357447316
C1152,912.5064767086437
C2423,255.6172858194204
C1844,585.1248557517224
C1318,397.15604246312733
C1729,160.8962692991854
C1602,443.0906681302202
C1239,547.0835242531236
C1721,495.57462014041
C1902,747.9186711188091
C1855,337.30651854418215
C2600,481.3309049022745
C1071,419.575716777093
C2295,331.87461937550654
C1621,557.2696352637014
C1852,1127.720120733207
C2555,1106.463794505269
C1297,479.3273991114211
C2323,551.7072997177441
C2215,396.9499806848415
C2112,376.12111476234844
C1830,762.3337610417585
C2602,302.48433259532476
C2608,1013.7513162149645
C1215,683.6880279647131
C2369,581.0842439746307
C1158,238.66430265215413
C1887,576.3200905912845
C1189,336.40926792439797
C1637,413.4188964549344
C1225,205.74508470132437
C2374,392.1421760980263
C2397,509.35243603070603
C1105,911.3212815704316
C1782,382.91656138330393
C1629,231.59613883733084
C1708,398.0719155152869
C2144,525.1783530673254
C1617,966.1539816552313
C1149,539.4428981582686
C1323,449.201204437796
C1064,669.243712140935
C1019,319.0555227517706
C2269,562.1806062928415
C1416,803.5071441369848
C1250,952.49918245434
C1741,473.4887534988479
C1016,682.4178048156897
C2675,1029.2489401794892
C2436,661.2314085938112
C2039,942.3585119184937
C1253,826.2291867208237
C2028,1190.230718173129
C1166,284.80047718767025
C1135,253.21212506444473
C1216,278.620394938057
C1593,342.0677379955813
C1826,204.27129065095815
C1827,334.91201025979973
C1564,402.32006548945094
C1495,961.1009916958685
C2653,787.4483518561976
C1392,614.7961220665502
C2128,339.891832199658
C1282,629.2854870306218
C1521,1184.3506843743558
C2076,1052.906570667158
C1060,591.1932257972322
C2473,1125.5290901339959
C2557,680.5349539570769
C1835,813.8160810589809
C2224,621.4211333388523
C2222,381.60531644546126
C2430,714.3977101075385
C2497,605.5226587518355
C1494,895.1449897793467
C1457,585.247589328446
C1525,1069.7802690237008
C1712,569.5843144954817
C2267,949.1139015928724
C1623,285.30749477986257
C2131,575.8131473849438
C2691,1010.5256112848275
C1147,937.6810391908299
C1692,1024.577732330875
C1570,807.6163206005106
C1474,133.95428498719372
C1633,173.18194215221015
C2113,494.92131371736605
C2175,781.8044191208264
C2303,1197.0936847844478
C2547,521.4302507033966
C2292,775.0435285190484
C1496,691.6358001089815
C1289,313.31284030069503
C1849,741.2180288972273
C1003,241.41136729687568
C2268,378.4677861820623
C2551,583.3883346938491
C2688,179.45859446498966
C1030,70.07690062561488
C1327,252.03675931197205
C2451,617.4817698432046
C1749,567.326035699813
C1349,264.6306488108391
C2043,276.4830691036211
C1229,325.84109623879255
C2363,464.92351240050203
C1414,529.2765787741113
C2174,454.67189671430714
C2091,204.8702550925475
C2335,709.8002824072296
C1841,110.45181601776169
C2404,196.76174740431625
C1683,333.4346924929757
C1038,272.2169966349777
C2456,192.23987679359388
C1266,370.887429094106
C2152,71.22640445743897
C1267,214.04627195843696
C2189,2.7102557920015897
